Sentence,Tag
Ravish 'Jaati Samikaran' Kumar #FarziPatrakarRavishKumar,1
Sunday raat ko neend aur retweet nahi aate.,0
"Salman Khan: mar jayenge par jhooth nahi bolenge
Judge: us din gaadi kaun chala raha tha?
Salman Khan: Shahrukh Khan",1
Apne career ke Shikhar Dhawan par !!,0
"Vodafone ka 3g to chalta nahi, 4g kaise chalega be?",1
Twitter crush ke liye bhi Karwa Chauth rakh sakte hai ?? #GenuineKoshan,1
"Dangal kal se, Chutyaapa aaj se.
#AamirKhan",1
"Kahin durr jab din dhal jaaye, twitter par shayari kar ke log apni maraaye.",1
Watson ke kaan me dheere se Wahab Riaz to bol ke aao koi.,1
Bhai ji @ankitlal shakal achhi nahi hai to baten to achhi kiya karo :),1
SCH - Sab chutiye hai,1
"Kasla ghaam suttay, chyamaila zhop yet ach nahi - Marathi people in Mumbai",0
"Zindagi ek safar hai suhana, yahan sabko apni hai marana.",0
Athiya Shetty agar Sunil Shetty ki beti nahi hoti to movies ki jagah kisi telecom company ki 50 rupe me 2 sim bech rahi hoti.,1
This is frustrating now. Out karo yaar raavan ki sena ko. Jai Shri Ram.,1
"""Inn twitter walon ne meri gaa** maar kar rakh di hai""pic.twitter.com/85p2XxslQa",1
.@nehagoyal29 date to dekh lo bakloli pelne se pehle.. Hoshiyaari dekh ke karni chahiye,0
Rohit Sharma chodu jaisa khel raha hai.,0
Jitni koshish Shikhar Dhawan Indian team se nikalne ki kar rahe hain utni to Shatrughan Sinha BJP se nikalne ki nahi kar rahe. #IndvsPak,1
"Agar main kahoo mujhe tumse mohabbat hai, meri bas yeh hi chahat hai. Toh kya gaand marogi?",1
"Saree ke fall sa, kabhi match kiya re?",0
"JAB JAAGA
MAIN BHAAGA
RASTE PAR 
OH SADAK MEIN
EK MOD AAYA
MAIN UTTHE SUSU
CHHOD AAYA",1
paytm karo aise gaate hai jaise free mein sab de rahe hai.,1
"Aaj blue hai paani paani paani paani paani paani, aur chutiya honey honey honey honey honey honey.",0
Tum jo aaye zindagi mein.... jhand ho gayi,1
Madam #YuvaDekhtaHai zara theek se dikhao.,0
"Reporter: Sir Tanmay Bhatt ki kamar ka size ?
Rahul:pic.twitter.com/BT0L2mP8vb",0
Kal haare to Ghar Wapsi.. Jeete to Cup Wapsi.. #CWC15,1
"Bipasha: Kabse iss sukhi zameen par baarish ki ek boond bhi nahi giri
Hema: Kent, deta hai sabse shuddh paani.",1
Star gold wale har commercial break ke baad movie pahle se shuru karte hai. Chutiye.,1
Yeh naye naye Hazelwood akar aise bowling karte hain jaise McGrath ho. Hamare Ishu baba 3rd tour par bhi debutant jaisi bowling karte hain.,1
"Dream: Mere sapnon ka rajkumar aayega
Reality: Pankajlal Choube,Balrampur, Uttar Pradesh",1
Batting acchi nahi par bowling faaltu hai.,0
Sonakshi bakwas mat karo chappal pehen kar kaun party karta hai,1
Agar ye pressure na hota to Virat is Mohammad Aamir ko maar maar ke Aamir Khan jaise sooja deta.,1
"""Aae tu to chala gaya.. Us gadhe ko mere liye chhod gaya.."" #RememberingRajivpic.twitter.com/feHaIwlqK5",1
Aisi pitches main maza second half main ata hai jab gaand phat ti hai.,1
Haan @MaiHunSatish haan mein pyaar karta hu @witchybitchygal ,0
"Jab saamne wala gaali dene pe utar jaaye, samjho ki uske right buttons daba diye tumne #TwitterTrollingTips",0
Aamir ke over ke dauran saans poori nahi aati,0
"Kaun dhoye woh haath? Aa aa haath? Nal mein paani nahi hai ai ai ai ai... chain ek pal nahi aur koi hal nahiiii
#Saiyoneeee",1
"""Sir isne AAP ko vote diya tha.. Ab dekho iska kya haal ho gaya hai..""pic.twitter.com/U0c3wWwrjy",0
"Varun Dhawan - Ek ball khelne de na.
Kohli - Kyun ?
Varun Dhawan - Badlapur ka promotion. 
Kohli - Chup bhosdike.",1
Our U19 wicket-keeper : Kya bat hai kya bat hai bhaiyon bahut badhiya bhaiyo bahut badhiya yaar ! ,1
Fav karne walo.. bhosdiwalo jahannum me bhi tumhe jagah nahi milegi,1
"#DirtyTalkIn4Words ""Achcha chalo.. Kar lo""",0
Bhagwaan tu mujhe girlfriend de ya na de.. Sonia Rahul ko jail ki saza zaroor de #SoniaRahulHazirHo,1
Ek toh wapas Smith ko captain banao. Watson panauti hai sala.,1
Dhoni ne thoda aur teji se bat swing kiya hota to khade khade hi apni jagah se take off kar jate.,0
Rahul Yadav is the Rakhi Sawant of corporate India,1
"Oonchi wali heels pehen ke Dance Basanti
Aashiqon se deal kar ke Dance Basanti
Hmm...
Thoda sar pe baithkar muh me hagg bhi de Basanti",1
Siddhu on commentary.. Ab kuch hoga.. #RRvsCSK,1
"ZOR SE BOLO

AFRIDI KI MAA KA BHOSDA",1
#SanskariJamesBond ke munh mein Rajnigandha,1
Malai chop ka nashta pic.twitter.com/Dsd1fAL8Dl,1
Sandaas mein 5 minute lag gaye ho toh ballebaaz hagne baitha hoga. #ArunLalLogic,1
Bas kar chikoo @TweetErrant Ab rulaega kya,0
Ab ki baar.. #MaaBetaFarar..,1
Jumme ki raat hai chumme ki baat hai alah bachaye mujhe footpath se #NaachoBC,1
"""Mere khwabon ki tasveer hai tu, bekhabar meri taqdeer hai tu, tu kisi aur ki ho na jaana, kuch bhi kar jaunga main deewana"" - MD to #CWC15",0
"Hotel madhe zaavun dhangad dhinga kartaay tyanchya maila, aaila zhaavun saangen - Mumbai Police",1
Virat shaking hands with glove on kyunki chhune se failta hai.pic.twitter.com/t9O3rQN8rP,1
"Holi kab hai, kab hai holi?
Pakistan ki bajayega virat kohli

#IndiaPakSlogans",1
"Kuch bhi ho, Pakistan to chutiya hi rahega.",1
Mark haraami tere facebook par jo hai inn sabke paas Valentine's nahi hai. Wish karna bandh kar.,1
More than Rohit Sharma.. Karan from movie Chain Khuli Ki Main Khuli deserves Arjuna Award,1
Salman Khan ne court mein Yograj Singh drive kar raha tha aisa bol diya hota to aaj yeh din nahi dekhna padta.,1
.@AapYogendra Aapka TV kharaab hai isliye,0
Outrage ka kya karna hai. 2 waqt ki RT se guzara ho jata hai.,1
"Bhaiyo aur unki baheno, tumhare blogs mein meri tweets nahi dekhni. Me khud apni TL pe apni tweets nahi dekhta.",1
.@JhaSanjay apne maaliko ke liye jail me roz khana le jana,0
Sehwag aur Shoaib ka alag hi match chal raha hai ,1
"Bhabhi ka phone tha, poora ek mahine ke liye maayke ja rahi hainpic.twitter.com/KWG1fuWdJL",0
"Hariharan: Chanda re, chanda re, kabhi to zameen par aa..
Kejriwal: Aa jaye to thoda mujhe bhi de dena.
Hariharan: *cries*",0
Apne deewane ka kar de bura haal re,0
Ab aur Saha nahi jaata. #KXIPvRR,0
"'Tu hai meri kiran'

~Me, to sunshine",0
Deepika Padukone ki yaad aa rahi hai.,0
.@ashutosh83B 2016 ki pehli gaali tujhe maine di. Betichod.,0
"Musibat ghode pe chadd ke aati hai, aur jaati paidal hai. Hmm Sidhu Ji, that totally made sense. #RRvMI",1
Yuvi daaru peeke khel raha hai.,0
"Kejriwal: Time kya hua hai?
Ashutosh: Sir 12:30 1/1
Kejriwal: Kya bola, sahi se bol.
Ashutosh: Ab ho gaye 12:31 1/2.",1
"Pyaar*[Kasam {Kasam (Kasam)}] = Tumse

Kasam ki kasam hai kasam se.. Humko pyaar hai sirf tumse",1
"Shirish Khan, gali kha ke celeb banna bhi sabki kismat me nahi hota #KRK",1
Aur do Aadhar cards bangladesh walo ko.,0
Aaj Pootna ko achchi neend aayegi.. Subah se gaaliyan jo sun rahi hai Twitter par..,1
"Teacher: G se Goat, aur batao G se?
Student: G se dhundta hu main har kahin jo kabhi mili mujhe hai nahi mujhe jiske pyar par ho yakeen...",1
".@KapilSibal 
ku ku ku
ku ku ku ku ku
choli ke peechhe 
kya hai
chunari
ke neeche kya
hai
haay huku haay huku
haay
haay",0
"Wada raha sanam honge judaa na hum, chaahe maa chud**ye zamaana
#TrueLove",1
"Dhoni and Yuvi looking at each other : ""Jawani main hum bhi aisa khela karte the""",1
Holi ke rang main dooba deshpic.twitter.com/2i8aFGmGar,0
"Desh premiyo, aapas mein prem karo bhosdiwalo.",0
"Aaj koi bhi jeet lo, World Cup to India hi jeetegi! #NZvSA",0
"Nahi chahiye gundo ki hahakaar

 #BadliyeSarkarBadliyeBihar",1
"Bipasha: Sadiyon se iss pyasi zameen par paani ki ek boond tak nahi padi...
Akshay: Apne ko toh sirf paani nikalna hai.",1
"Japan ki aadhunik taknik se bana water purifier, haan bhai hamari taknik toh ghaas char rahi hai.",0
Kisi ko cigarette chahiye kya?? Dukaan badane ke time ho haga haipic.twitter.com/iwADzZInV1,1
'Kaash koi ladki mujhe pyar karti' ~ Gay people,1
"Pehle pyar ka pehla bum, aa bhi jao warna ro denge hum.",1
"Journo: Laluji, aapne 11 bacche kyon paida kiye?
Lalu:  Kyonki uske baad hum thak gaye thay.",1
Pakistan madarchod hai.,0
Success ke peeche mat bhaago. Dreams ke peeche bhaago. Depression jhak maarke tumhare peeche bhaagegi.,1
"Lagta hai aaj Gulzar Saab ke cheerharan ka program hai. Fankaar wahi hain, gazlein nayi hain.",1
Aaj ke Union budget mein se thoda percentage nikaal kar ek award apne Ashish Nehra ko bhi dila do. #Oscars,1
"*If India TV was present in 1980's*
#BreakingNews 
Pyar ne jahan pe rakha haj jhumke kadam ek baar, WAHIN SE KHULA HAI KOI RASTA.",1
Ab Bihar me aayegi bahaar #GoodByeNitishKumar,0
"Alia : Mujhe Kapil se shaadi karni hai

Sumona Alia to apne honton ke beech daba ke maarne wali hai",1
"Salman is like ""saali Kishwar, tera boyfriend ek ladki se badtamizi se baat kar raha tha aur too chup thi, behen ki lodi"" #bb9",1
TL par Pintoo bhaiya aur Tyagi ji ka gang-war chal raha hai subah se,0
"Kahi-suni maaf kijiyega, chhota baccha hai, abhi bhi pogo dekhta hai.pic.twitter.com/MVF8K0RiAQ",0
Shahrukh Khan fair & lovely laga ke baadshah bana tha. ,1
"Har tweet me zabardasti gali dene ki jarurat nahi hai. Lekin man na padega, bowler bahut accha hai ye madarchod Aamir.",1
Aandu Paandu Samjha Hai Kya? Pandya Hai Pandya #INDvBAN,1
"Rahul Gandhi lands in Delhi and says ""yahan ki air bahut gandhi hai"".",0
"Nahi sahenge aur atyachaar

 #BadliyeSarkarBadliyeBihar",0
Jor se poetry lagi hai.,0
"Abhi to party shuru huee hai.. 

Suroor chadne laga hai white rum ka",1
"'Aye mere watan ke logo jara aankh mein bhar lo pani' 

*sprinkles water in eyes*",1
"SBI: Abhi lunch time hai baad me aana

Swiss Bank: Sir, aap kaho to aaj hum lunch hi nahi kare

#TheDifference",1
"Bhai @manutd kisi ko khareed lo yaar, ye best striker hai from india.pic.twitter.com/pOVFodcXoy",0
"Vimal paan masala, daane daane mein kesar ka swad, aur daanto daanto ko kesar ka rang",1
"4 over mein 60 bana lo, bas hogaya inke liye. Inko 150 run aur Rs.150 bahot hai. #IndvsBan",1
Bhaiya koi fresh outrage dikhao. Yeh sab toh har dukaan par mil rahe hain.,1
"""Aaj mein bohot khush hu.. pehli baar sau ka note dikhaya bhaijaan ne.. ""

#TweetLikeAPakistani",1
Gusse me ladki ka number delete kar diya.. Whatsapp se bhi hata diya.. Ab BC uski yaad aa rahi hai..,1
"Seasons in Delhi:
Bhenchod! Thand
Garmi Madarchod!
Oye Hoye! Baarish",1
Phone ka wallpaper dekhte dekhte zindagi kat rahi hai.,1
"Kora kaagaz tha ye mann mera, likh diya naam iss pe baara -tera.",1
"'Bhai kuch paise udhaar dena"" week of the month.",1
Yaar tum log ko itna itna hi dick dekhne ka shauk hai to kisi bhi AAPtard ki DP enlarge karke dekh lo,1
"Kheton mein lehraye sarson, kal parso mein beetey barson. Baaghon mein jhulon ke mausam wapas aaye re, ghar aaja pardesi kyy apni maraye re",0
Chalo gappe maarte hai deedi,0
"Hamara neta kaisa ho.. Chota Bheem jaisa ho !!

RT @HasibaAmin 'Naarebaazi' at Shri. Rahul Gandhi's road show! :)pic.twitter.com/EU48h7sE9t",1
Ranveer Singh ko acting aaye na aaye dance to aata hi hai.,0
Judge: Indira ki bahu aur Robert Vadra ke saale ko jail bhej diya jaaye  #SoniaRahulHazirHo,0
Ronaldo koi air balloon jeeta hai aur public paglayi hui hai.,0
Tujhe kyu ':-)' reply karu? Tujhe badi smile chahiye hain?,0
#IfSuperheroesWereIndian phir hamaari auraton ko superhero nahi minions chahiye honge. #AwwSoCute,1
Sangakkara aur Jayawardene ke kitne retirements baaki hain? Har 4 mahine me ekaadh bar to le hi lete hain.,1
"Tarbooja*  

RT @iPoonampandey Yeh kaisa Sauda kiya Waqt Ne Mujhse, Tajurba* Dekar Mujhse Meri Masoomiyat Le Gaya..",0
"Anushka ki :D

RT @dashhtweets: Kal Kohli kisiki maarega",1
"""Kabhi dekha hai gang bang?""pic.twitter.com/3wK02yP8SJ",0
"Ashutosh ko dilli mein khulla chhod do,  BJP 70 seats par jeetegi guaranteed. Abhi bhi time hai.",0
"Tu woh hi hai na jiska baap roz raat ko sharaab pita hai?
#NotAGoodConversationStarter",1
"Subo Nabo Barsha
Korbo Lodbo Jeetbo
Macchhi Bhaat. Jai Mayawati. #KKR",1
Gaanja maar kar aaye the Yuvraj,0
Relationship status: Wo kya hota hai?,1
Pyaar karke chutiya katwa liya.. Ladki chhod gayee.. ab BC purani baato ko yaad karke aansu nikalo..,1
"Hamein aur jeene ki khwahish hoti, agar tum na hote.",0
Jasleen Kaur ka political career shuru hone se pehle khatm,1
Diwali to ho gayee.. Ab secret Santa ka chutiyaap chalu hone wala hai,1
Market mein koi naya item aayela hai kya bhai? :D,0
Sri Lankan team se zyada stability to Kejriwal ki baato me hoti hai,1
"Amitabh Bachchan: ZABOOOOOGAAAABAADOOOMBAAAAAAA.
The great khali : HULLA BAMBHJAA PINGLAROMBA REKHAAAA.
Amitabh : Bhai tu jeeta. _/\_",1
"Colgate sensitive de jhanjhanahat se rahat, thoda isse Alka Lamba ke sar par ghissa do.",1
"#IfSuperheroesWereIndian ""You know how i got these scars?""
""Haan, kal daaru peeke ghar gaya tha na, maar padi hogi""",1
Popcorn bhi khatam ho gaya,0
"Kanhaiya - Humein chahiye.. Azadi. Hum le ke rahenge.. Azadi. 

Bhagat Singh - Woh teri bhabhi hai pagle.",1
Sab anti national hai saale.,1
"main bahut chhota aadmi hoon, meri koi aukat nahi hai. degree bhi hum fake hi use karte hain.",0
.@RanaAyyub nahi.. Un haramiyo ki pooja kare ??,0
Vodafone 3G: Isse mehanga aur slow network aur kahin mile to poore paise wapas.,1
"Afridi: Bhai, aaj India ko 100 bhi nahi banane denge
Shoaib: Acha, wo kaise?
Afridi: Hum 90 pe out ho jayenge!  #IndvsPak #Read",1
gsurya jaise log bhi inspire karte hain. dhanya hai mere Bharat ke laal.,0
Bhai sarkaar tumhari hai. Kuch to dum dikhao #SoniaAmmaKeAageModiNikamma,0
Aeyyyyyy Aeyyyyyy aeyyyyyy raftaar.. Khushiyon ki Aeyyyyyy Aeyyyyyy aeyyyyyy raftaar.,1
"Meanwhile, lonely love poets on TL be like; ek masala chai ki pyaali ho, koi usko pilaane wali ho.",1
*patron (do baar mein bhi thik spell nahi kar paya. blame it on daroo),0
Amitabh Bachchan <3,0
Sharma ji ke ladke ko kisi ki nazar lag gai hai.,0
Ye #AAPkaSafaiAbhiyan me sabse pehle in AAP walo ka dimaag saaf karo,1
"Anurag Kashyap can never join AAP because ministers took oath ""main kisi Anurag aur dwesh ke bina kaam karunga"".",1
"MUMBAI KA DON KAUN? ROHIT SHARMA
#IndvsAus",0
.@sagarikaghose zyada modi modi mat kiya karo.. Ye dekho kal kya huapic.twitter.com/6DAqBCrmX2,0
"*stamps feet* 
*acts like a dumb delhi chick*
mujhe bas old monk chhiye chhiye chhiye",1
Mall me saari ladkiyan achchi lagti hai #GuyFacts,1
"Congress has 44 members in Lok Sabha and many outside Lok Sabha like Barkha Dutt, Rajdeep, Sagarika",1
"Nepalis should always remember, jo chacha hai woh hi bhatija hai aur jo bhatija hai woh hi chacha hai aur jo chacha hai woh koi hai hi nahi.",1
Congrats @UnSubtleDesi.. Aaj tumne naam roshan kar diya bhakts ka ,1
Amazon apni dukan hai fir bhi kuch lene ke liye paise dene padte hai. wtf.,1
Agar ye upar wali prediction sahi huee.. to sab log @Atheist_Krishna ki bum par 2-2 joote maarenge,1
OMG! OMG! twitter par Ashutosh ke bhi fans hain! Ye dharti phat kyon nahi jati! main usme sama kyon nahi jata!,1
Tattoo toh dur ki baat main toh permanent marker se bhi kuch nahi likhta.,1
"Yunhi tum mujhko RT karti ho, ya koi pyaar ka iraada hai?",1
"He: Phir le aaya dil, majboor kya kije?
She: Akele mein hila lije",1
Ab ki baar Bihar bachao #ModiJeetaoNitishBhagao,0
Chetan Bhagat is a male Shobha De,1
"Upar Upar Upar Upar Upar Upar.. In the air..

RT @FirstpostSports: CAPTIONS please...... #Taylor #Russell #IndVsWIpic.twitter.com/P9JDHW0JRs",0
Didi @SethShruti itna rona-dhona karne ke bad account to verify ho gaya par TV mein koi chhota-mota role bhi mila kya?,0
Rohit Sharma ne aaj full day off liya hai.,0
"Ye dekhiye ji, isme maine likha hai ki Lalu ji ke khilaf maine jo bhi tweet kiye unke liye mafi mangta hoon.pic.twitter.com/oex7xxM2aW",1
Bhai @imVkohli agar dressing room me baith ke Twitter mentions padh rahe ho to meri bat mano declare kar do. Agla match bhi jeetna hai.,0
Rukawat ke liye chhed hai #MumbaiRoads,1
Ji ye chahe bana ke aanchal tumko lapetu tann se #WomenIssues,0
"Uski dosti se doosre jaate hai jal..
This time @witchybitchygal",1
Bhai AB-Amla out ho jaao. Baki 9 log bewkoof nahi hain jinhone 20 over fielding ki hai.,1
Ye madarchod Indian fans se stand still bhi nahi raha jaata National Anthem ke time.. Camera dikha nahi ki apni gaand hilana chalu,1
"""BAJRANGI BHAIJAAN""pic.twitter.com/9kCzT5dish",0
Karan Arjun ka pata nahi magar unki maa Rakhi zaroor aarahi hai.,1
"Inspector Chandramukhi Chautala ka assistant Gulgule hai..

RT @baawraman Armaan khule hain. Ziddi bulbule hain.",1
Makarsankranti - The Sunburn of Maharashtra.,0
Aur ye bank wale.. 1 ghante ka kaam 2 din me karte hai.  Saale no 1 aalsi log.. Inko kis baat ki chutti be..,1
Kaaheka Rose Day? Koi nahi deta roz roz.,1
Dhoni bhai ek din ball tod hi denge!,0
"""Subah se na ek aalo bika hai, na bika hai adha kaanda"" - Rumi",1
Rahul Gandhi is rich man's Tejaswi Yadav.,0
Sooraj hua madham chand jalne lagapic.twitter.com/PZ9LmjouPR,0
"""India walo ne itne phatake phorey.. awaaz yaha tak aa rahi""

#TweetLikeAPakistani",1
Achcha hai aapas me lad ke marr jao,0
"*normal people asking directions*
bhaiya ye road kidhar ko jati hai?
*salman khan*
bhaiya ye footpath kidhar ko jata hai?",1
Haan @NSaina aur maango award..,0
Mitron.. Afridi ka wicket le liya to tumhari jeet pakki !!pic.twitter.com/bzVFfihCqK,0
"#2015Shahenshah 
Rishte mein to hum tumhare baap lagte hai, but mummy kaun hai ye nahi pata.",1
"Suhagrat hai chaddi nikal raha hu main,
Simat rahi hai tu sharma ke apne baahon mein.",0
Itna sannata kyu hai bhai? (10 marks),0
"Baby me Akshay Kumar ki biwi usey bina poochhe ghar ke bahar jaane deti hai. 

I MEAN HOW?",1
"Alia Bhatt playing Kya Aap Panchvi Pass Se Tez Hai
#FailedExperiment",1
"Bhai kuch kal ke liye bhi chhod de..

RT @EconomicTimes #KejriwalTakesOath: I hope that India wins the World Cup",0
"""Jab tak Congress ki Lok Sabha me 2 seete reh jaengi tab tak speech deta rahunga..""pic.twitter.com/BM7WNvybUF",0
"*Knock Knock*
""Who is it?""
Ram Prasad Tera Baap Bhosdike Angreji Bolat Hai Darwaja Kholiya Bhainchood.

#KanpurKnockKnock",1
"In aankho ki masti ke mastane hazaaron hai, meri jawaani par paise nyochawar karne wale chutye hazaaron hai.",1
yahi fake degree agar kisi central minister ki hoti to aap wale life imprisonment se neeche baat nahi karte,0
JUG soona soona laage - Sonam Kapoor,1
Dilli ke saare Ankit chutiye hai kya #BiggBoss9 ,0
"Modi: Humein India ko strong banana hai.
Kejri: Pehle khud ko strong banana hoga.
RaGa: Doodh me Horlicks milao, doodh ki shakti badhao.",1
"Petrol dedh rupya badha, dedh rupya kam hua, phir dedh badha phir kam hua. 
Bilkul ladkiyon jaisa bhav kha raha hai petrol.",1
Sabne Usha ki cap kyu pahen rakhi hai? #IPL,0
"Yahan khudki chhokri reserve nahi hoti, inko naukri chahiye.",0
"She: Mujhe tumse hai kitne gile, tum itne din baad mile, bolo itne din kya kiya? 
He: Sukh aur shaanti se jiya.
#ToughWomenQuestions",1
"Hum bane, tum bane ek duje ki jhand karne ke liye.",0
The chaar log in 'chaar Log kya kahenge ??!!' #WhatGoogleDoesntKnow,1
"*2015 Mohabbatein*
Main aaj bhi usse utni hi mohabbat karta hoon ... aur sirf isiliye ke mujhe koi aur nahi mili.",1
Ye Aaron Finch bahut accha khelta hai. Bus aise hi khelta rahe.,0
Yaki pure bhaal par jala rahe vijay ka lal  yeh gulal tum soch lo Rang kesari ho ya mridang kesari ho Ya ki kesari ho taal tum yeh soch lo,0
"""Aaj bhaiya ne mujhe Jannat dikhayee.. arre kanjaro picture nahi""

#TweetLikeAPakistani",1
Dimaag ke Bhosle,0
"Universal truth is, sab chutiye hai.",1
"Evdhya ushira aali aai zavadi?
#5WordsToRuinADate",1
Rimi Sen ko 4 option chahiye.. Bigg Boss khelne aayee hai ya Kaun Banega Crorepati ,0
"Sunday ko office bulane waale boss log, bhagwaan kare tumhare testes ko motiya bindu ho jaaye.",1
"Rahul Gandhi iss duniya me sirf teen cheezo ke liye aaye hai

1. Entertainment 
2. Entertainment 
3. Entertainment",1
"In kabhi khushi kabhi gam, amitabh bachhans ego is bigger than tanmay bhat.",0
"7 dinon mein hota banaaye, iss line ne humare desh ke 80%/ auroton ko ullu banaya hai.",1
"""Kehte hain yeh Deewani, Mastani ho gayi""

Annu Kapoor: ""Yeh toh cheating hai""",1
"Kareena: Kaun hai woh jisne mujhe dobara palat kar nahi dekha?
Sony TV: Anoop Soni",1
Ek kagaz par muhar nahi lagegi toh kya Tara Pakistan nahi jaega?,1
.@SRKswarrior1 Dilwale ka trailer kab aa raha hai ?,0
"Desh ka yuva jaag chuka hai, yuvika ka kya?",0
Agar Kejri PM ban gaye hote apni sare failure ko dosh Obama par daal dete.,1
Iss baarish ke mausam me garma garam phulke aur aluu ki sabzi bhi butter chicken jaise lagte hai,1
"My most fav twitter line of 2015

""Behen kabhi apne pati par bhi dore daal diya kar"" ",1
Dhoni better make up for his decision making with his batting. Nahi to ghar ghar mein aaj Yograj Singh jaag uthega #IndvsPak,1
Raato ki neend haram ho gai :(,0
"Aankhon Hi Aankhon Mein Ishaara Ho Gaya, Baithe Baithe Jeene Ka Sahaara Ho Gaya..pic.twitter.com/s0Nkb2dCGI",0
"Aaj Monday hai, sab emo kar sakte hai.",0
"*Ravish Kumar does ghor tap*
*God appears*
God: Kaho vats kya chahte ho
Ravish: Prabhu, kaun caste ke hain aap",0
"*Independence day*
Amazon: 'AZAADI SALE'
*Diwali*
'PATAKHA SALE'
*Christmas*
'AB TO KUCH LE LO BHOSDI KE SAAL KHATAM HONE AAYA HAI'",0
"*obama calls modi...*
""is hello tune ko copy karne ke liye star aur 9 dabayein... shulkk laa...""",1
"Delhi metro mein khana mana hai, hilana nahi.",1
Abhi mujh mein kahin baaki thodi si hai,1
Rahul Gandhi agar totla hota to 'suit-boot ki sarkaar' kaise bolta ,1
"'Tujhe dekha to yeh jana sanam, pyar hota hai deewana sanam'

Sanam: Pagal lagti hoon bhosdi ke?",0
"Dhoni's captaincy was shit today. Jahan bhi maarte hai wahan fielders nahi hote, boundary chali jati hai.",0
Arey sab Dilli ke liye hi ladte rahoge kya. Bagal main UP hai. Ek aadmi wahan jakar lad lo chunaav. Udhar jyada zarurat hai.,0
"""Rishte mein to hum tumhare baap lagte hain, naam..""
""Naam?""
""Jalebi bai...Jalebi bai""",1
"DJ Bravo

IPL, Birthday parties aur Shaadiyon ke liye yahan booking hoti hai",1
"Piyushbhai aka @friendlii_ghost , bowed to Amitabh bachchan. Gujarati sanskar. #EkDinToGujaroGujaratMein",0
"Indians: Ghar ki murgi daal barabar

Spaniards: Ghar ki murgi Na-dal barabar

",1
Pyaar ka nasha itna hota hai ki kuch log paani pee ke bhi chada lete hai,1
".@sonakshisinha block kar diya ??
ab tumhari koi bhi film hall me nahi dekhunga  #BiharKaJaichandShatrughan",0
Corruption has reached such stage that ab toh phone bhi sifaarish laga kar milta hai. #OnePlus2,1
Phakakey phor lo Pakistaniyo. Koi kuch nahi bolega tumhe,0
Aaj phir tumpe #FF aaya hai.. Behad aur beshumaar aaya hai..,0
"Punjabi me baat ko kehte hai gal..
Punjabi me baat ko kehte hai gal..

Ab ki baar @witchybitchygal",1
Bhai samajh kar hi RT spree de do behen.,1
"'Tumhi ho mata, Peta tumhi ho'

~ animals",0
"Bahot paani tapak raha hai aaj, TL par, aasman se, aur... 
@BolshoyBooze @oxymoronic_mepic.twitter.com/8h5rqVPyt9",0
Agla laao bhenchod !,0
